,index,match_id,player_slot,radiant_win,duration,game_mode,lobby_type,hero_id,start_time,version,kills,deaths,assists,skill,leaver_status,party_size,win,steam_id,enemy_team,ally_team
10000,5309,1882596454,129,1,2230,22,7,Tusk,2015-10-21,,6,7,9,,0,,0,232851,"[98, 46, 93, 39, 51]","[59, 100, 15, 27, 47]"
10001,5310,1882439232,128,1,3482,1,0,Earthshaker,2015-10-21,,2,9,22,,0,,0,232851,"[37, 73, 105, 3, 97]","[7, 4, 12, 52, 64]"
10002,5311,1882113678,130,1,2415,22,7,Kunkka,2015-10-21,,5,10,9,,0,,0,232851,"[44, 5, 8, 3, 14]","[1, 55, 23, 22, 26]"
10003,5312,1881996406,2,0,2676,22,7,Lifestealer,2015-10-21,,1,4,3,,0,,0,232851,"[111, 21, 54, 104, 4]","[69, 94, 93, 35, 84]"
10004,5313,1881873687,4,0,3287,22,7,Tusk,2015-10-21,,11,13,10,,0,,0,232851,"[112, 8, 19, 91, 100]","[11, 20, 67, 22, 89]"
10005,5314,1881773951,132,1,2915,22,7,Clockwerk,2015-10-21,,9,7,13,,0,,0,232851,"[97, 11, 1, 64, 56]","[14, 21, 83, 74, 51]"
10006,5315,1881489874,129,1,4310,22,7,Clockwerk,2015-10-21,,14,4,21,,0,,0,232851,"[63, 21, 2, 9, 13]","[59, 51, 5, 23, 50]"
10007,5316,1880473743,2,0,2113,3,0,Lifestealer,2015-10-20,,2,8,4,,0,,0,232851,"[30, 80, 54, 69, 106]","[14, 2, 12, 55, 16]"
10008,5317,1878509681,0,0,2826,22,7,Clockwerk,2015-10-19,,6,7,11,,0,,0,232851,"[51, 87, 25, 7, 42]","[83, 69, 6, 35, 44]"
10009,5318,1876032028,130,1,2012,22,7,Tusk,2015-10-18,,2,8,4,,0,,0,232851,"[39, 12, 47, 51, 7]","[18, 16, 100, 78, 36]"
10010,5319,1875771742,3,0,2763,22,7,Clockwerk,2015-10-18,,9,6,8,,0,,0,232851,"[14, 44, 69, 51, 37]","[8, 83, 75, 100, 104]"
10011,5320,1875342593,0,0,3332,22,7,Clockwerk,2015-10-18,,12,10,19,,0,,0,232851,"[51, 14, 1, 25, 26]","[3, 85, 54, 67, 49]"
10012,5321,1874033511,130,1,2163,3,0,Tusk,2015-10-17,,6,8,4,,0,,0,232851,"[21, 26, 94, 57, 85]","[49, 96, 100, 22, 37]"
10013,5322,1872999326,2,0,2392,22,7,Clockwerk,2015-10-17,,3,8,8,,0,,0,232851,"[96, 77, 51, 86, 21]","[69, 55, 84, 39, 67]"
10014,5323,1871391874,1,0,2285,22,7,Skywrath Mage,2015-10-16,,4,6,3,,0,,0,232851,"[6, 101, 96, 67, 75]","[26, 45, 62, 35, 82]"
10015,5324,1871267551,128,1,2127,22,7,Crystal Maiden,2015-10-16,,2,11,5,,0,,0,232851,"[70, 27, 9, 3, 21]","[5, 75, 38, 33, 12]"
10016,5325,1868712397,1,0,2812,22,7,Treant Protector,2015-10-15,,0,4,3,,0,,0,232851,"[12, 83, 26, 71, 11]","[9, 74, 46, 1, 101]"
10017,5326,1866582386,0,0,2312,3,0,Clockwerk,2015-10-14,13.0,10,6,5,,0,,0,232851,"[51, 69, 101, 53, 88]","[23, 43, 30, 26, 60]"
10018,5327,1864358507,0,0,2662,22,7,Crystal Maiden,2015-10-13,,3,18,6,,0,,0,232851,"[5, 74, 88, 1, 53]","[14, 101, 85, 78, 32]"
10019,5328,1863595825,3,0,1768,22,7,Ancient Apparition,2015-10-13,,1,8,9,,0,,0,232851,"[1, 75, 48, 68, 11]","[84, 44, 30, 37, 46]"
10020,5329,1862079229,128,1,3515,1,0,Clockwerk,2015-10-12,,6,12,15,,0,,0,232851,"[67, 30, 69, 22, 82]","[51, 12, 86, 60, 39]"
10021,5330,1861964629,0,0,2296,3,0,Earthshaker,2015-10-12,,4,10,12,,0,,0,232851,"[7, 12, 27, 40, 88]","[70, 101, 83, 6, 33]"
10022,5331,1859356585,2,0,4123,3,0,Nature's Prophet,2015-10-11,13.0,4,9,14,,0,,0,232851,"[72, 50, 53, 71, 102]","[26, 85, 15, 84, 109]"
10023,5332,1857117198,4,0,2104,22,7,Clockwerk,2015-10-10,,10,6,4,,0,,0,232851,"[64, 70, 112, 35, 51]","[32, 47, 69, 36, 84]"
10024,5333,1856952299,2,0,2712,22,7,Earthshaker,2015-10-10,,3,7,12,,0,,0,232851,"[62, 97, 7, 4, 69]","[31, 41, 39, 1, 53]"
10025,5334,1855212001,128,1,3168,1,0,Clockwerk,2015-10-09,,7,12,10,,0,,0,232851,"[10, 57, 5, 110, 60]","[51, 12, 31, 76, 38]"
10026,5335,1854707714,129,1,1723,1,0,Clockwerk,2015-10-09,,3,6,6,,0,,0,232851,"[26, 102, 14, 88, 48]","[95, 51, 20, 75, 81]"
10027,5336,1854584832,3,0,2484,1,0,Clockwerk,2015-10-09,,2,8,9,,0,,0,232851,"[52, 94, 95, 51, 2]","[6, 25, 68, 5, 1]"
10028,5337,1852083983,129,1,3195,22,7,Clockwerk,2015-10-08,,11,11,22,,0,,0,232851,"[21, 18, 67, 84, 7]","[86, 51, 61, 42, 76]"
10029,5338,1851707116,131,1,1594,22,7,Jakiro,2015-10-08,,1,4,3,,0,,0,232851,"[71, 95, 7, 36, 17]","[104, 59, 101, 64, 34]"
10030,5339,1851547180,131,1,3738,22,7,Jakiro,2015-10-08,,3,6,32,,0,,0,232851,"[39, 4, 9, 43, 85]","[28, 30, 47, 64, 51]"
10031,5340,1851471208,130,1,1909,22,7,Jakiro,2015-10-08,13.0,4,7,6,,0,,0,232851,"[104, 16, 14, 26, 41]","[25, 21, 64, 93, 1]"
10032,5341,1846982988,3,0,2113,22,7,Wraith King,2015-10-06,,3,8,4,,0,,0,232851,"[73, 15, 11, 42, 40]","[21, 85, 27, 100, 75]"
10033,5342,1845057214,132,1,2986,22,7,Clockwerk,2015-10-05,,17,9,17,,0,,0,232851,"[14, 17, 4, 74, 100]","[21, 72, 83, 11, 51]"
10034,5343,1842248594,128,1,1710,4,0,Axe,2015-10-04,,1,7,0,,0,,0,232851,"[22, 66, 71, 85, 9]","[2, 39, 50, 92, 10]"
10035,5344,1841878287,1,0,3085,1,0,Clockwerk,2015-10-04,,16,10,20,,0,,0,232851,"[62, 51, 74, 5, 30]","[21, 71, 59, 100, 17]"
10036,5345,1840798437,131,1,1468,4,0,Treant Protector,2015-10-03,,1,5,3,,0,,0,232851,"[61, 63, 50, 36, 46]","[13, 111, 93, 83, 49]"
10037,5346,1840729183,1,0,2503,1,0,Clockwerk,2015-10-03,,11,12,11,,0,,0,232851,"[32, 51, 84, 86, 42]","[62, 25, 100, 104, 26]"
10038,5347,1840641636,130,1,2529,4,0,Anti-Mage,2015-10-03,,4,5,1,,0,,0,232851,"[73, 67, 43, 42, 54]","[3, 87, 1, 12, 51]"
10039,5348,1840549595,2,0,2544,3,0,Visage,2015-10-03,,5,8,17,,0,,0,232851,"[96, 62, 92, 59, 93]","[68, 88, 102, 110, 25]"
10040,5349,1840410708,129,1,2996,1,0,Clockwerk,2015-10-03,,20,7,12,,0,,0,232851,"[110, 7, 14, 33, 106]","[60, 51, 12, 84, 90]"
10041,5350,1839853701,132,1,3323,3,0,Faceless Void,2015-10-03,,3,12,14,,0,,0,232851,"[62, 112, 31, 11, 32]","[5, 104, 43, 99, 41]"
10042,5351,1838853531,132,1,1584,22,7,Clockwerk,2015-10-03,,0,5,0,,0,,0,232851,"[48, 44, 30, 28, 52]","[74, 32, 20, 1, 51]"
10043,5352,1834933938,130,1,3057,3,0,Tusk,2015-10-01,,6,13,14,,0,,0,232851,"[109, 25, 14, 11, 57]","[84, 21, 100, 48, 97]"
10044,5353,1834205975,131,1,2938,22,7,Clockwerk,2015-10-01,,10,6,7,,0,,0,232851,"[29, 104, 78, 72, 5]","[4, 74, 1, 51, 99]"
10045,5354,1834160335,131,1,1192,22,7,Crystal Maiden,2015-10-01,,1,2,0,,1,,0,232851,"[57, 45, 93, 18, 48]","[88, 56, 23, 5, 12]"
10046,5355,1834080949,2,0,1497,22,7,Clockwerk,2015-10-01,,1,5,6,,1,,0,232851,"[58, 5, 51, 12, 21]","[40, 53, 71, 14, 72]"
10047,5356,1832340486,0,0,2808,22,7,Crystal Maiden,2015-09-30,,5,9,20,,0,,0,232851,"[5, 54, 2, 17, 84]","[68, 99, 74, 6, 93]"
10048,5357,1832243654,132,1,1714,22,7,Clockwerk,2015-09-30,,3,7,2,,0,,0,232851,"[20, 29, 18, 36, 85]","[98, 7, 2, 67, 51]"
10049,5358,1829180661,4,0,2595,22,7,Clockwerk,2015-09-29,,7,9,5,,0,,0,232851,"[84, 60, 35, 59, 51]","[88, 46, 54, 21, 30]"
10050,5359,1829056446,128,1,2306,22,7,Clockwerk,2015-09-29,,10,8,13,,0,,0,232851,"[70, 41, 57, 39, 21]","[51, 87, 28, 35, 44]"
10051,5360,1828945083,130,1,2294,22,7,Clockwerk,2015-09-29,,7,6,10,,0,,0,232851,"[30, 104, 14, 21, 36]","[59, 74, 51, 7, 70]"
10052,5361,1827005981,131,1,2725,22,7,Clockwerk,2015-09-28,,9,11,17,,0,,0,232851,"[75, 72, 21, 18, 22]","[12, 100, 52, 51, 7]"
10053,5362,1824701293,130,1,2632,1,0,Phantom Lancer,2015-09-27,,2,6,12,,0,,0,232851,"[67, 98, 30, 21, 54]","[34, 96, 12, 5, 100]"
10054,5363,1823600666,131,1,4195,1,0,Clockwerk,2015-09-27,,8,12,20,,0,,0,232851,"[36, 56, 100, 55, 74]","[25, 17, 14, 51, 16]"
10055,5364,1822233002,130,1,1787,3,0,Slardar,2015-09-26,,3,6,2,,0,,0,232851,"[40, 35, 52, 56, 102]","[53, 30, 28, 93, 112]"
10056,5365,1822146351,4,0,1939,1,0,Clockwerk,2015-09-26,,4,5,1,,1,,0,232851,"[88, 7, 14, 81, 51]","[84, 8, 9, 74, 22]"
10057,5366,1820391393,4,0,2903,22,7,Lifestealer,2015-09-26,,7,7,5,,0,,0,232851,"[67, 37, 14, 7, 54]","[8, 2, 68, 86, 97]"
10058,5367,1819394436,1,0,2056,22,7,Clockwerk,2015-09-25,,2,4,10,,0,,0,232851,"[46, 51, 4, 84, 36]","[12, 11, 32, 30, 7]"
10059,5368,1816937832,1,0,3424,1,0,Clockwerk,2015-09-24,,6,14,19,,0,,0,232851,"[40, 51, 49, 44, 5]","[35, 59, 75, 52, 69]"
10060,5369,1816826413,131,1,2823,1,0,Clockwerk,2015-09-24,,23,6,18,,0,,0,232851,"[4, 5, 93, 9, 75]","[61, 42, 40, 51, 15]"
10061,5370,1816755273,130,1,1768,1,0,Nature's Prophet,2015-09-24,,2,5,3,,1,,0,232851,"[35, 96, 111, 109, 45]","[47, 40, 53, 25, 63]"
10062,5371,1816637236,4,0,2412,22,7,Nature's Prophet,2015-09-24,,1,8,6,,0,,0,232851,"[7, 4, 17, 60, 53]","[44, 72, 30, 11, 86]"
10063,5372,1814150826,1,0,2690,22,7,Nature's Prophet,2015-09-23,,4,10,7,,0,,0,232851,"[39, 53, 97, 102, 93]","[16, 104, 74, 86, 67]"
10064,5373,1812132848,2,0,2892,22,7,Nature's Prophet,2015-09-22,,3,11,18,,0,,0,232851,"[47, 1, 53, 71, 9]","[62, 72, 12, 61, 7]"
10065,5374,1804244398,129,1,2752,1,0,Nature's Prophet,2015-09-19,,3,7,10,,0,,0,232851,"[21, 34, 52, 36, 54]","[15, 53, 7, 43, 16]"
10066,5375,1803833712,128,1,2352,22,7,Nature's Prophet,2015-09-19,,2,6,6,,0,,0,232851,"[63, 107, 11, 112, 55]","[53, 25, 45, 32, 0]"
10067,5376,1803619048,129,1,3302,22,7,Nature's Prophet,2015-09-19,,3,16,14,,0,,0,232851,"[7, 60, 31, 12, 17]","[11, 53, 87, 93, 110]"
10068,5377,1802806657,131,1,3352,22,7,Nature's Prophet,2015-09-18,,5,11,17,,0,,0,232851,"[14, 42, 21, 30, 71]","[26, 1, 16, 53, 12]"
10069,5378,1802723097,3,0,2039,22,7,Nature's Prophet,2015-09-18,,4,10,12,,0,,0,232851,"[5, 21, 99, 53, 12]","[4, 100, 7, 62, 85]"
10070,5379,1801801075,131,1,1629,22,7,Bane,2015-09-18,,4,8,5,,0,,0,232851,"[35, 36, 11, 19, 42]","[25, 1, 39, 3, 12]"
10071,5380,1801673831,131,1,1745,22,7,Slardar,2015-09-18,,5,11,8,,0,,0,232851,"[70, 84, 46, 51, 14]","[1, 7, 88, 28, 41]"
10072,5381,1801463271,2,0,2058,22,7,Slardar,2015-09-18,,6,8,7,,0,,0,232851,"[78, 18, 28, 52, 101]","[36, 102, 104, 22, 95]"
10073,5382,1799809712,131,1,2862,22,7,Slardar,2015-09-17,,11,3,12,,0,,0,232851,"[1, 102, 106, 109, 25]","[7, 35, 75, 28, 32]"
10074,5383,1798098493,130,1,1982,3,0,Tusk,2015-09-16,,10,5,3,,1,,0,232851,"[97, 22, 12, 49, 7]","[23, 33, 100, 30, 93]"
10075,5384,1795941935,129,1,2487,3,0,Bane,2015-09-15,,2,9,12,,0,,0,232851,"[12, 20, 81, 52, 88]","[30, 3, 19, 99, 21]"
10076,5385,1793845651,1,0,2577,22,7,Slardar,2015-09-14,,4,9,8,,0,,0,232851,"[17, 28, 12, 7, 62]","[110, 39, 16, 1, 4]"
10077,5386,1793676047,1,0,2363,12,0,Pudge,2015-09-14,,3,14,8,,0,,0,232851,"[103, 14, 77, 92, 25]","[33, 56, 11, 71, 55]"
10078,5387,1793365288,3,0,2986,22,7,Slardar,2015-09-14,,5,11,10,,0,,0,232851,"[41, 35, 36, 28, 22]","[44, 29, 94, 26, 39]"
10079,5388,1791020581,130,1,4395,1,0,Slardar,2015-09-13,,3,11,15,,0,,0,232851,"[75, 12, 74, 33, 27]","[25, 96, 28, 5, 6]"
10080,5389,1790576174,130,1,2429,3,0,Slardar,2015-09-13,12.0,2,10,7,,0,,0,232851,"[18, 13, 110, 19, 93]","[5, 23, 28, 72, 101]"
10081,5390,1790394690,132,1,2096,4,0,Vengeful Spirit,2015-09-13,,4,12,9,,0,,0,232851,"[16, 38, 106, 6, 71]","[3, 73, 19, 72, 20]"
10082,5391,1790215610,3,0,3391,22,7,Slardar,2015-09-13,,8,9,13,,0,,0,232851,"[100, 9, 88, 28, 60]","[98, 21, 68, 1, 54]"
10083,5392,1789335127,130,1,3366,22,7,Slardar,2015-09-12,,10,7,14,,0,,0,232851,"[30, 44, 57, 19, 73]","[33, 56, 28, 18, 14]"
10084,5393,1789242670,2,0,3497,22,7,Slardar,2015-09-12,,4,11,20,,0,,0,232851,"[44, 18, 28, 11, 74]","[94, 5, 1, 101, 30]"
10085,5394,1786195982,3,0,3016,22,7,Earthshaker,2015-09-11,,4,18,15,,0,,0,232851,"[28, 85, 17, 7, 12]","[26, 44, 93, 4, 51]"
10086,5395,1785437882,128,1,3262,1,0,Tusk,2015-09-11,,11,8,18,,0,,0,232851,"[59, 35, 84, 73, 44]","[100, 72, 90, 106, 50]"
10087,5396,1783535837,3,0,1948,5,0,Terrorblade,2015-09-10,,0,14,0,,0,,0,232851,"[28, 63, 76, 109, 61]","[97, 103, 60, 36, 22]"
10088,5397,1783036853,2,0,2792,22,7,Tusk,2015-09-10,,13,10,5,,0,,0,232851,"[33, 25, 100, 3, 4]","[39, 7, 28, 112, 72]"
10089,5398,1781641477,3,0,2613,4,0,Phantom Assassin,2015-09-09,,2,8,3,,0,,0,232851,"[1, 12, 31, 44, 52]","[53, 64, 73, 5, 41]"
10090,5399,1779448306,3,0,2181,22,7,Tusk,2015-09-08,,8,5,10,,0,,0,232851,"[9, 14, 12, 100, 7]","[75, 1, 26, 38, 5]"
10091,5400,1779227447,132,1,3196,22,7,Tusk,2015-09-08,,8,9,12,,0,,0,232851,"[39, 4, 18, 64, 7]","[74, 62, 3, 12, 100]"
10092,5401,1779109500,1,0,2187,22,7,Earthshaker,2015-09-08,,6,9,9,,0,,0,232851,"[12, 7, 30, 10, 42]","[11, 1, 110, 26, 85]"
10093,5402,1777214741,1,0,3438,22,7,Tusk,2015-09-07,,8,10,16,,0,,0,232851,"[12, 100, 19, 74, 9]","[14, 51, 6, 20, 21]"
10094,5403,1776863333,1,0,3551,22,7,Tusk,2015-09-07,,4,12,14,,0,,0,232851,"[68, 100, 32, 93, 39]","[5, 25, 19, 14, 8]"
10095,5404,1771680743,1,0,1256,1,0,Clockwerk,2015-09-05,,0,3,2,,0,,0,232851,"[86, 51, 1, 8, 74]","[20, 52, 81, 37, 35]"
10096,5405,1769845852,0,0,2130,22,7,Wraith King,2015-09-04,,2,7,1,,0,,0,232851,"[42, 2, 26, 105, 76]","[50, 30, 1, 22, 29]"
