,index,match_id,player_slot,radiant_win,duration,game_mode,lobby_type,hero_id,start_time,version,kills,deaths,assists,skill,leaver_status,party_size,win,steam_id,enemy_team,ally_team
12000,1376,2050147026,2,0,1937,22,7,Tidehunter,2016-01-02,,0,6,7,,0,,0,113894237,"[14, 42, 29, 12, 26]","[100, 62, 68, 1, 7]"
12001,1377,2031074753,131,1,2299,1,0,Juggernaut,2015-12-26,,7,8,10,,0,,0,113894237,"[1, 84, 74, 11, 27]","[104, 7, 110, 8, 6]"
12002,1378,2028253436,3,0,1820,3,0,Sniper,2015-12-25,,0,8,2,,0,,0,113894237,"[7, 21, 26, 35, 62]","[20, 9, 18, 104, 88]"
12003,1379,2028153509,4,0,1922,1,0,Shadow Shaman,2015-12-25,,3,10,3,,0,,0,113894237,"[104, 7, 43, 26, 27]","[55, 11, 68, 71, 20]"
12004,1380,2022076414,132,1,4107,1,0,Nyx Assassin,2015-12-22,,1,11,17,,0,,0,113894237,"[71, 60, 97, 10, 68]","[7, 9, 30, 5, 88]"
12005,1381,2012422704,3,0,3391,3,0,Ursa,2015-12-18,15.0,4,10,11,,0,,0,113894237,"[99, 76, 7, 70, 87]","[54, 71, 86, 68, 21]"
12006,1382,2012073448,130,1,3687,5,0,Bloodseeker,2015-12-18,,15,13,18,,0,,0,113894237,"[17, 54, 89, 50, 3]","[68, 14, 4, 91, 87]"
12007,1383,2000578747,1,0,2484,1,0,Wraith King,2015-12-13,,10,8,16,,0,,0,113894237,"[84, 42, 26, 78, 25]","[35, 31, 44, 54, 62]"
12008,1384,2000473348,131,1,2371,22,7,Warlock,2015-12-13,,8,6,11,,0,,0,113894237,"[47, 94, 57, 10, 42]","[12, 25, 2, 37, 65]"
12009,1385,1948142250,2,0,2064,3,0,Shadow Shaman,2015-11-20,,4,7,5,,0,,0,113894237,"[43, 7, 27, 6, 94]","[20, 71, 21, 74, 41]"
12010,1386,1947962793,2,0,2249,1,0,Lycan,2015-11-20,,1,10,4,,0,,0,113894237,"[38, 23, 77, 55, 74]","[65, 41, 17, 28, 7]"
12011,1387,1944140242,129,1,2360,22,7,Shadow Shaman,2015-11-18,,6,10,10,,0,,0,113894237,"[62, 26, 66, 1, 99]","[53, 27, 96, 21, 8]"
12012,1388,1944075674,131,1,2443,22,7,Shadow Shaman,2015-11-18,,5,10,6,,0,,0,113894237,"[74, 36, 63, 40, 9]","[96, 51, 7, 27, 72]"
12013,1389,1937392544,131,1,2529,1,0,Legion Commander,2015-11-15,,9,12,7,,0,,0,113894237,"[31, 75, 85, 8, 16]","[40, 83, 86, 104, 97]"
12014,1390,1937264054,132,1,2899,1,0,Witch Doctor,2015-11-15,,12,13,13,,0,,0,113894237,"[75, 78, 50, 11, 40]","[79, 21, 51, 93, 30]"
12015,1391,1920426490,131,1,2205,1,0,Bounty Hunter,2015-11-07,,3,12,4,,0,,0,113894237,"[5, 85, 36, 109, 32]","[44, 40, 77, 62, 73]"
12016,1392,1904782821,1,0,2424,3,0,Timbersaw,2015-10-31,,7,12,3,,0,,0,113894237,"[58, 98, 8, 87, 12]","[63, 52, 42, 104, 26]"
12017,1393,1904681557,3,0,1960,3,0,Shadow Shaman,2015-10-31,,5,7,6,,1,,0,113894237,"[40, 28, 16, 27, 17]","[72, 9, 33, 102, 76]"
12018,1394,1904095722,131,1,2194,3,0,Warlock,2015-10-31,,3,5,8,,0,,0,113894237,"[73, 1, 2, 86, 65]","[47, 51, 63, 37, 44]"
12019,1395,1902901094,130,1,2800,1,0,Death Prophet,2015-10-30,,1,11,2,,0,,0,113894237,"[33, 7, 35, 74, 81]","[76, 53, 43, 31, 97]"
12020,1396,1902811660,1,0,2389,3,0,Vengeful Spirit,2015-10-30,,4,9,12,,0,,0,113894237,"[81, 20, 44, 97, 47]","[55, 51, 4, 23, 99]"
12021,1397,1902706525,4,0,2367,1,0,Winter Wyvern,2015-10-30,,2,10,5,,0,,0,113894237,"[57, 62, 74, 67, 112]","[71, 39, 8, 75, 5]"
12022,1398,1902643163,1,0,1426,5,0,Storm Spirit,2015-10-30,,0,7,1,,0,,0,113894237,"[3, 17, 12, 1, 89]","[40, 91, 74, 61, 7]"
12023,1399,1891411776,4,0,4673,3,0,Death Prophet,2015-10-25,,7,14,20,,0,,0,113894237,"[40, 28, 31, 106, 43]","[35, 98, 105, 62, 30]"
12024,1400,1880582865,131,1,3021,1,0,Outworld Devourer,2015-10-20,,3,10,6,,0,,0,113894237,"[51, 95, 16, 25, 39]","[28, 104, 35, 76, 59]"
12025,1401,1859936263,4,0,3260,4,0,Huskar,2015-10-11,,5,11,8,,0,,0,113894237,"[18, 94, 86, 85, 59]","[71, 60, 50, 74, 90]"
12026,1402,1854707714,128,1,1723,1,0,Troll Warlord,2015-10-09,,4,8,4,,0,,0,113894237,"[26, 102, 14, 88, 48]","[95, 51, 20, 75, 81]"
12027,1403,1854584832,2,0,2484,1,0,Troll Warlord,2015-10-09,,1,12,5,,0,,0,113894237,"[52, 94, 95, 51, 2]","[6, 25, 68, 5, 1]"
12028,1404,1852146847,131,1,2451,1,0,Anti-Mage,2015-10-08,,3,8,8,,0,,0,113894237,"[44, 20, 85, 41, 26]","[8, 15, 5, 1, 33]"
12029,1405,1842731843,132,1,2820,1,0,Timbersaw,2015-10-04,,10,15,12,,0,,0,113894237,"[35, 97, 61, 100, 8]","[72, 13, 55, 28, 98]"
12030,1406,1816937832,0,0,3424,1,0,Venomancer,2015-09-24,,3,11,27,,0,,0,113894237,"[40, 51, 49, 44, 5]","[35, 59, 75, 52, 69]"
12031,1407,1816826413,130,1,2823,1,0,Venomancer,2015-09-24,,9,16,23,,0,,0,113894237,"[4, 5, 93, 9, 75]","[61, 42, 40, 51, 15]"
