,index,match_id,player_slot,radiant_win,duration,game_mode,lobby_type,hero_id,start_time,version,kills,deaths,assists,skill,leaver_status,party_size,win,steam_id,enemy_team,ally_team
3000,580,1532215828,128,0,2913,1,0,Slark,2015-06-06,,14,1,14,,0,,1,54936413,"[55, 88, 46, 19, 16]","[93, 23, 7, 12, 75]"
3001,581,1532059033,128,0,2729,3,0,Centaur Warrunner,2015-06-06,,6,7,16,,0,,1,54936413,"[88, 93, 52, 87, 97]","[96, 71, 31, 105, 100]"
3002,582,1531741790,1,1,1491,3,0,Phantom Lancer,2015-06-06,,3,0,8,,0,,1,54936413,"[77, 12, 27, 30, 78]","[18, 90, 112, 6, 17]"
3003,583,1529532250,2,1,2884,1,0,Tusk,2015-06-05,,10,9,19,,0,,1,54936413,"[17, 99, 100, 64, 94]","[104, 71, 12, 25, 101]"
3004,584,1529281807,129,0,1731,3,0,Warlock,2015-06-05,,6,1,5,,0,,1,54936413,"[30, 46, 4, 42, 94]","[29, 37, 12, 85, 35]"
3005,585,1518814450,3,1,2454,1,0,Abaddon,2015-06-01,,2,4,11,,0,,1,54936413,"[26, 44, 18, 102, 17]","[35, 47, 105, 11, 89]"
3006,586,1505937010,128,0,2439,1,0,Luna,2015-05-27,,18,1,11,,0,,1,54936413,"[12, 105, 20, 8, 35]","[48, 75, 15, 7, 96]"
3007,587,1505840567,1,1,1830,3,0,Vengeful Spirit,2015-05-27,,3,3,6,,0,,1,54936413,"[72, 20, 26, 71, 34]","[83, 47, 104, 62, 89]"
3008,588,1498522301,131,0,2506,1,0,Doom,2015-05-24,,4,2,7,,0,,1,54936413,"[71, 17, 86, 35, 30]","[96, 50, 67, 69, 14]"
3009,589,1481572494,132,0,2906,3,0,Lina,2015-05-17,,10,7,16,,0,,1,54936413,"[64, 42, 5, 50, 104]","[48, 87, 16, 12, 25]"
3010,590,1480154638,129,0,2123,1,0,Tusk,2015-05-17,,9,4,15,,0,,1,54936413,"[96, 79, 72, 97, 102]","[95, 100, 111, 29, 32]"
3011,591,1479941303,4,1,3621,1,0,Vengeful Spirit,2015-05-17,,4,13,28,,0,,1,54936413,"[98, 106, 8, 66, 20]","[4, 75, 97, 99, 39]"
3012,592,1477362682,1,1,1037,1,0,Tiny,2015-05-16,,5,2,5,,0,,1,54936413,"[68, 19, 6, 27, 69]","[104, 46, 90, 56, 79]"
3013,593,1468325882,1,1,3593,1,0,Tidehunter,2015-05-12,,7,2,30,,0,,1,54936413,"[30, 29, 9, 76, 32]","[96, 11, 101, 90, 41]"
3014,594,1468259688,1,1,1658,1,0,Earthshaker,2015-05-12,,7,3,18,,0,,1,54936413,"[30, 7, 89, 84, 72]","[75, 45, 14, 70, 29]"
3015,595,1452803379,131,0,2988,1,0,Clockwerk,2015-05-06,,9,13,25,,0,,1,54936413,"[84, 76, 32, 71, 7]","[30, 5, 15, 51, 72]"
3016,596,1452591027,4,1,3175,1,0,Tidehunter,2015-05-06,,4,5,18,,0,,1,54936413,"[69, 15, 14, 105, 29]","[50, 74, 44, 48, 30]"
3017,597,1443548604,132,0,3631,1,0,Sand King,2015-05-03,,9,5,32,,0,,1,54936413,"[73, 57, 97, 111, 9]","[30, 13, 23, 95, 16]"
3018,598,1442512937,3,1,470,1,0,Shadow Shaman,2015-05-02,,2,1,3,,0,,1,54936413,0.0,0.0
3019,599,1442423715,129,0,2318,3,0,Clockwerk,2015-05-02,,13,2,24,,0,,1,54936413,"[93, 106, 84, 81, 14]","[39, 51, 25, 44, 75]"
3020,600,1439156072,1,1,2755,1,0,Viper,2015-05-01,,5,2,20,,0,,1,54936413,"[67, 47, 31, 6, 9]","[66, 37, 45, 93, 85]"
3021,601,1439097955,132,0,1336,4,0,Silencer,2015-05-01,,6,1,5,,0,,1,54936413,"[16, 39, 54, 51, 110]","[44, 52, 101, 11, 75]"
3022,602,1437784470,2,1,2826,3,0,Tidehunter,2015-05-01,,8,4,28,,0,,1,54936413,"[49, 60, 29, 48, 31]","[36, 51, 20, 63, 67]"
3023,603,1437557134,0,1,3430,1,0,Bane,2015-05-01,,2,5,9,,0,,1,54936413,"[3, 34, 62, 67, 2]","[22, 44, 6, 80, 5]"
3024,604,1432819345,129,0,2873,1,0,Earthshaker,2015-04-29,,0,4,17,,0,,1,54936413,"[97, 11, 30, 41, 25]","[95, 7, 20, 89, 8]"
3025,605,1432784951,4,1,850,1,0,Bane,2015-04-29,,3,0,1,,0,,1,54936413,"[29, 17, 35, 50, 3]","[63, 86, 84, 13, 1]"
3026,606,1406174254,2,1,1791,1,0,Bane,2015-04-18,,8,1,11,,0,,1,54936413,"[11, 49, 3, 54, 84]","[34, 10, 7, 69, 50]"
3027,607,1390317418,128,0,3211,1,0,Phantom Lancer,2015-04-11,,21,5,16,,0,,1,54936413,"[86, 81, 21, 59, 27]","[12, 17, 85, 57, 39]"
3028,608,1389110978,131,0,2834,1,0,Sven,2015-04-10,,17,4,10,,0,,1,54936413,"[71, 30, 73, 62, 11]","[35, 86, 110, 18, 5]"
3029,609,1389073950,4,1,1252,3,0,Undying,2015-04-10,,3,1,5,,0,,1,54936413,"[74, 56, 41, 35, 85]","[107, 75, 37, 10, 69]"
3030,610,1368742610,131,0,2783,1,0,Viper,2015-04-02,,4,4,8,,0,,1,54936413,"[81, 41, 74, 57, 86]","[23, 32, 53, 47, 84]"
3031,611,1332542316,131,0,2746,1,0,Phantom Lancer,2015-03-19,,8,1,9,,0,,1,54936413,"[35, 95, 26, 110, 109]","[68, 100, 64, 12, 107]"
3032,612,1330139243,0,1,3367,1,0,Outworld Devourer,2015-03-18,,14,5,12,,0,,1,54936413,"[76, 26, 71, 64, 60]","[14, 21, 105, 5, 23]"
3033,613,1319534253,0,1,1528,1,0,Undying,2015-03-14,,4,2,16,,0,,1,54936413,"[85, 30, 39, 2, 44]","[74, 21, 42, 59, 50]"
3034,614,1319325509,1,1,1598,5,0,Bristleback,2015-03-14,,10,2,6,,0,,1,54936413,"[83, 99, 72, 28, 65]","[16, 102, 77, 9, 42]"
3035,615,1307734177,2,1,3456,1,0,Brewmaster,2015-03-09,,13,6,27,,0,,1,54936413,"[91, 5, 78, 67, 35]","[44, 37, 74, 62, 64]"
3036,616,1280632482,128,0,2656,5,0,Centaur Warrunner,2015-02-27,,13,4,23,,0,,1,54936413,"[64, 51, 44, 16, 4]","[96, 97, 94, 66, 76]"
3037,617,1271062852,129,0,3859,1,0,Legion Commander,2015-02-24,,9,11,17,,0,,1,54936413,"[34, 51, 106, 30, 2]","[26, 104, 35, 96, 16]"
3038,618,1264401446,0,1,2272,4,0,Beastmaster,2015-02-22,,8,2,9,,0,,1,54936413,"[38, 26, 41, 31, 28]","[63, 53, 14, 69, 79]"
3039,619,1259892625,4,1,2892,1,0,Phantom Lancer,2015-02-21,,19,2,13,,0,,1,54936413,"[35, 101, 16, 29, 12]","[69, 86, 1, 65, 100]"
3040,620,1258212024,128,0,2065,1,0,Rubick,2015-02-20,,2,3,16,,0,,1,54936413,"[67, 17, 98, 84, 25]","[86, 57, 35, 75, 8]"
3041,621,1248079248,3,1,2189,1,0,Razor,2015-02-17,,8,3,14,,0,,1,54936413,"[47, 40, 30, 15, 9]","[27, 14, 44, 21, 63]"
3042,622,1238912913,129,0,1740,1,0,Undying,2015-02-14,,5,2,22,,0,,1,54936413,"[18, 99, 101, 22, 5]","[52, 85, 35, 36, 84]"
3043,623,1227420263,0,1,2686,1,0,Tidehunter,2015-02-10,,3,3,22,,0,,1,54936413,"[29, 30, 35, 5, 8]","[41, 109, 91, 16, 95]"
3044,624,1219152395,1,1,2202,5,0,Chen,2015-02-07,,7,4,21,,0,,1,54936413,"[27, 66, 89, 29, 28]","[31, 73, 104, 110, 93]"
3045,625,1219088452,132,0,574,1,0,Undying,2015-02-07,,1,0,7,,0,,1,54936413,0.0,0.0
3046,626,1217356403,4,1,2905,1,0,Clockwerk,2015-02-06,,9,6,16,,0,,1,54936413,"[95, 56, 99, 16, 51]","[50, 47, 62, 40, 97]"
3047,627,1201908599,3,1,2656,1,0,Tusk,2015-01-31,,7,2,12,,0,,1,54936413,"[35, 10, 11, 100, 30]","[57, 22, 33, 95, 31]"
3048,628,1200277767,131,0,3079,1,0,Clockwerk,2015-01-30,,15,1,22,,0,,1,54936413,"[44, 25, 58, 57, 63]","[30, 16, 74, 51, 8]"
3049,629,1200086205,131,0,2703,1,0,Dazzle,2015-01-30,,6,3,18,,0,,1,54936413,"[16, 72, 8, 57, 98]","[18, 26, 74, 50, 96]"
3050,630,1195321060,130,0,2377,1,0,Bane,2015-01-28,,11,4,15,,0,,1,54936413,"[15, 27, 28, 106, 46]","[14, 41, 3, 37, 48]"
3051,631,1190500662,2,1,2351,1,0,Undying,2015-01-26,,7,2,24,,0,,1,54936413,"[67, 30, 85, 107, 21]","[84, 29, 106, 101, 40]"
3052,632,1188133063,130,0,2913,1,0,Leshrac,2015-01-25,,3,7,21,,0,,1,54936413,"[72, 93, 31, 29, 86]","[7, 51, 52, 28, 85]"
3053,633,1183729812,4,1,1719,3,0,Vengeful Spirit,2015-01-23,,6,1,14,,0,,1,54936413,"[25, 53, 31, 93, 20]","[85, 75, 40, 89, 63]"
3054,634,1183681744,132,0,1839,3,0,Crystal Maiden,2015-01-23,,9,2,14,,0,,1,54936413,"[93, 87, 21, 74, 98]","[14, 12, 16, 99, 5]"
3055,635,1178948235,132,0,2804,3,0,Sven,2015-01-21,,12,2,14,,0,,1,54936413,"[39, 4, 47, 87, 81]","[13, 84, 2, 30, 18]"
3056,636,1178853884,4,1,2590,4,0,Faceless Void,2015-01-21,,12,2,11,,0,,1,54936413,"[59, 28, 86, 85, 41]","[67, 32, 52, 106, 7]"
3057,637,1168844531,130,0,2300,1,0,Undying,2015-01-17,,10,0,20,,0,,1,54936413,"[32, 37, 46, 60, 109]","[40, 30, 85, 51, 106]"
3058,638,1168781866,129,0,1309,1,0,Viper,2015-01-17,,8,1,4,,0,,1,54936413,"[68, 2, 29, 21, 95]","[30, 47, 96, 71, 52]"
3059,639,1167556816,129,0,2807,1,0,Lycan,2015-01-16,,16,6,13,,0,,1,54936413,"[107, 13, 103, 53, 36]","[93, 77, 27, 35, 7]"
3060,640,1167394333,0,1,2585,4,0,Naga Siren,2015-01-16,,6,2,12,,0,,1,54936413,"[89, 56, 62, 31, 71]","[78, 6, 104, 40, 42]"
3061,641,1163102379,129,0,2683,22,0,Phantom Assassin,2015-01-14,,16,1,12,,0,,1,54936413,"[8, 53, 80, 7, 50]","[31, 44, 96, 71, 39]"
3062,642,1155031982,3,1,2169,22,0,Clockwerk,2015-01-10,,20,0,17,,0,,1,54936413,"[79, 44, 99, 51, 16]","[107, 69, 104, 70, 27]"
3063,643,1154969500,3,1,2528,3,0,Huskar,2015-01-10,,21,2,10,,0,,1,54936413,"[71, 41, 30, 59, 83]","[34, 33, 54, 20, 93]"
3064,644,1154899778,131,0,2386,22,0,Earthshaker,2015-01-10,,1,7,25,,0,,1,54936413,"[8, 98, 26, 45, 51]","[35, 19, 96, 7, 42]"
3065,645,1154399202,3,1,1937,22,0,Dazzle,2015-01-10,,4,6,16,,0,,1,54936413,"[74, 1, 30, 50, 96]","[82, 107, 2, 110, 9]"
3066,646,1154305245,4,1,1938,5,0,Viper,2015-01-10,,12,0,8,,0,,1,54936413,"[32, 92, 16, 19, 47]","[10, 80, 86, 2, 56]"
3067,647,1153635387,130,0,2818,3,0,Zeus,2015-01-10,,11,5,29,,0,,1,54936413,"[86, 77, 23, 36, 64]","[44, 87, 22, 96, 6]"
3068,648,1144348267,4,1,3130,1,0,Clockwerk,2015-01-06,,21,5,19,,0,,1,54936413,"[96, 44, 30, 16, 51]","[52, 69, 6, 29, 23]"
3069,649,1144058306,3,1,3178,3,0,Magnus,2015-01-06,,13,4,20,,0,,1,54936413,"[49, 7, 84, 97, 22]","[107, 30, 51, 18, 59]"
3070,650,1140665007,130,0,2868,1,0,Bane,2015-01-04,,4,3,9,,0,,1,54936413,"[31, 30, 97, 33, 18]","[15, 44, 3, 96, 7]"
3071,651,1140220389,132,0,1844,22,7,Bane,2015-01-04,,2,1,14,,0,,1,54936413,"[68, 40, 33, 43, 41]","[42, 44, 35, 7, 3]"
3072,652,1137177216,1,1,1988,1,0,Magnus,2015-01-03,,4,3,15,,0,,1,54936413,"[10, 97, 96, 30, 9]","[72, 25, 85, 105, 14]"
3073,653,1136016104,129,0,3040,1,0,Clockwerk,2015-01-02,,14,4,14,,0,,1,54936413,"[54, 36, 39, 29, 94]","[23, 51, 77, 71, 31]"
3074,654,1135021454,4,1,2449,22,7,Witch Doctor,2015-01-02,,4,3,15,,0,,1,54936413,"[31, 14, 94, 35, 30]","[54, 34, 67, 20, 107]"
3075,655,1134451940,3,1,3071,1,0,Warlock,2015-01-02,,5,9,17,,0,,1,54936413,"[8, 31, 23, 37, 18]","[20, 6, 2, 39, 63]"
3076,656,1132899244,131,0,3636,1,0,Lich,2015-01-01,,4,7,11,,0,,1,54936413,"[105, 14, 102, 63, 111]","[53, 15, 23, 31, 83]"
3077,657,1128445969,132,0,2840,1,0,Lone Druid,2014-12-30,,8,2,19,,0,,1,54936413,"[35, 19, 3, 64, 85]","[18, 7, 10, 89, 80]"
3078,658,1121208449,2,1,3143,1,0,Witch Doctor,2014-12-27,,15,7,20,,0,,1,54936413,"[90, 106, 30, 15, 7]","[107, 45, 14, 8, 23]"
3079,659,1121124061,130,0,3378,1,0,Bloodseeker,2014-12-27,,14,4,14,,0,,1,54936413,"[14, 48, 105, 11, 23]","[66, 96, 4, 53, 7]"
3080,660,1091658768,131,0,2291,1,0,Tusk,2014-12-14,,8,2,22,,0,,1,54936413,"[61, 74, 86, 97, 18]","[37, 63, 7, 100, 6]"
3081,661,1091578950,3,1,2447,1,0,Clockwerk,2014-12-14,,12,6,22,,0,,1,54936413,"[44, 35, 7, 51, 36]","[14, 32, 47, 42, 88]"
3082,662,1088718751,0,1,2381,3,0,Magnus,2014-12-13,,1,7,10,,0,,1,54936413,"[97, 16, 95, 17, 109]","[58, 96, 63, 46, 101]"
3083,663,1087951452,4,1,2848,1,0,Dark Seer,2014-12-13,,5,3,32,,0,,1,54936413,"[19, 21, 4, 20, 55]","[64, 2, 14, 63, 15]"
