,index,match_id,player_slot,radiant_win,duration,game_mode,lobby_type,hero_id,start_time,version,kills,deaths,assists,skill,leaver_status,party_size,win,steam_id,enemy_team,ally_team
1000,1000,618026720,3,1,2547,1,0,Jakiro,2014-04-19,,1,3,13,,0,,1,490408,"[9, 99, 63, 64, 102]","[28, 35, 54, 86, 96]"
1001,1001,617939594,4,1,2916,1,0,Venomancer,2014-04-19,,5,7,21,,0,,1,490408,"[54, 2, 104, 7, 40]","[23, 72, 20, 93, 74]"
1002,1002,617836422,3,1,3001,3,0,Lion,2014-04-19,,13,6,18,,0,,1,490408,"[19, 48, 57, 26, 98]","[109, 31, 82, 18, 25]"
1003,1003,614942341,2,1,3012,1,0,Magnus,2014-04-17,,17,7,16,,0,,1,490408,"[87, 71, 97, 5, 35]","[19, 60, 63, 41, 14]"
1004,1004,614908540,2,1,2345,1,0,Dragon Knight,2014-04-17,,6,2,9,,0,,1,490408,"[31, 109, 49, 29, 81]","[5, 89, 61, 76, 20]"
1005,1005,614875700,130,0,1934,5,0,Dragon Knight,2014-04-17,,5,2,5,,0,,1,490408,"[93, 35, 76, 80, 67]","[47, 89, 49, 83, 13]"
1006,1006,614835867,2,1,2000,1,0,Kunkka,2014-04-17,,8,6,19,,0,,1,490408,"[86, 84, 23, 58, 64]","[8, 60, 36, 83, 44]"
1007,1007,611827749,3,1,1983,5,0,Disruptor,2014-04-15,,5,7,19,,0,,1,490408,"[98, 80, 75, 87, 16]","[74, 43, 44, 99, 26]"
1008,1008,611781914,4,1,1848,1,0,Tinker,2014-04-15,,5,2,18,,0,,1,490408,"[68, 6, 55, 100, 34]","[97, 13, 102, 26, 33]"
1009,1009,608847604,0,1,2145,1,0,Centaur Warrunner,2014-04-13,,11,3,17,,0,,1,490408,"[96, 110, 31, 19, 2]","[40, 97, 11, 66, 6]"
1010,1010,608702414,128,0,2162,5,0,Dazzle,2014-04-13,,2,5,13,,0,,1,490408,"[3, 85, 106, 39, 98]","[50, 19, 21, 77, 49]"
1011,1011,608535545,128,0,1840,1,0,Centaur Warrunner,2014-04-13,,8,2,23,,0,,1,490408,"[54, 46, 43, 9, 35]","[96, 45, 29, 47, 100]"
1012,1012,602373704,128,0,2356,1,0,Keeper of the Light,2014-04-09,,0,2,16,,0,,1,490408,"[9, 44, 68, 48, 21]","[90, 54, 49, 63, 23]"
1013,1013,602240693,0,1,2007,3,0,Kunkka,2014-04-09,,8,3,10,,0,,1,490408,"[23, 7, 64, 12, 48]","[68, 80, 87, 59, 47]"
1014,1014,589126785,131,0,2769,1,0,Centaur Warrunner,2014-03-31,,7,11,22,,0,,1,490408,"[58, 50, 71, 39, 88]","[25, 31, 93, 96, 70]"
1015,1015,545285319,2,1,2556,4,0,Sand King,2014-03-02,,4,7,17,,0,,1,490408,"[23, 31, 16, 83, 54]","[45, 99, 33, 6, 3]"
1016,1016,545178452,0,1,1454,3,0,Tiny,2014-03-02,,5,4,11,,0,,1,490408,"[19, 87, 6, 33, 30]","[63, 22, 59, 43, 93]"
1017,1017,540037686,3,1,2059,3,0,Centaur Warrunner,2014-02-26,,9,5,14,,0,,1,490408,"[90, 19, 31, 96, 94]","[50, 93, 20, 4, 41]"
1018,1018,539985146,4,1,2553,5,0,Weaver,2014-02-26,,7,5,14,,0,,1,490408,"[100, 25, 20, 50, 63]","[98, 10, 22, 53, 26]"
1019,1019,536243778,4,1,1931,4,0,Centaur Warrunner,2014-02-23,,9,4,9,,0,,1,490408,"[19, 43, 30, 12, 96]","[61, 87, 103, 55, 15]"
1020,1020,536208719,132,0,1910,4,0,Treant Protector,2014-02-23,,0,3,2,,0,,1,490408,"[27, 104, 21, 80, 67]","[28, 54, 32, 20, 83]"
1021,1021,536172931,3,1,1664,1,0,Lina,2014-02-23,,4,5,9,,0,,1,490408,"[19, 99, 27, 25, 42]","[33, 23, 1, 5, 63]"
1022,1022,510308762,1,1,2745,3,0,Centaur Warrunner,2014-02-08,,9,6,15,,0,,1,490408,"[72, 96, 20, 97, 102]","[90, 62, 43, 35, 18]"
1023,1023,495273543,1,1,3300,3,0,Riki,2014-02-01,,13,11,18,,0,,1,490408,"[97, 32, 19, 90, 52]","[30, 104, 39, 95, 2]"
1024,1024,495222954,3,1,1498,5,0,Silencer,2014-02-01,,1,4,9,,0,,1,490408,"[28, 103, 30, 75, 49]","[62, 3, 47, 98, 77]"
1025,1025,494678373,3,1,2883,3,0,Witch Doctor,2014-02-01,,3,8,11,,0,,1,490408,"[35, 54, 69, 30, 22]","[2, 27, 19, 87, 41]"
1026,1026,488424032,129,0,2518,5,0,Windranger,2014-01-28,,7,5,15,,0,,1,490408,"[50, 77, 87, 7, 65]","[49, 21, 43, 47, 31]"
1027,1027,485740723,2,1,2176,4,0,Lina,2014-01-26,,20,3,17,,0,,1,490408,"[16, 5, 25, 33, 71]","[81, 104, 34, 23, 89]"
1028,1028,485142125,1,1,860,5,0,Dragon Knight,2014-01-26,,2,1,1,,0,,1,490408,"[31, 49, 17, 14, 44]","[76, 20, 60, 27, 13]"
1029,1029,483373081,128,0,2156,4,0,Witch Doctor,2014-01-25,,6,4,11,,0,,1,490408,"[106, 69, 39, 62, 8]","[30, 99, 103, 22, 35]"
1030,1030,483320645,2,1,1932,1,0,Dragon Knight,2014-01-25,,9,3,11,,0,,1,490408,"[3, 31, 49, 102, 29]","[35, 27, 14, 28, 46]"
1031,1031,483248983,131,0,3236,4,0,Witch Doctor,2014-01-25,,6,14,27,,0,,1,490408,"[100, 11, 4, 99, 93]","[78, 53, 51, 30, 102]"
1032,1032,481024205,2,1,1731,1,0,Faceless Void,2014-01-23,,7,2,17,,0,,1,490408,"[53, 9, 41, 27, 71]","[54, 6, 73, 20, 75]"
1033,1033,479881291,2,1,2076,1,0,Kunkka,2014-01-22,,5,7,18,,0,,1,490408,"[63, 97, 23, 26, 27]","[31, 99, 18, 107, 62]"
1034,1034,475751076,130,0,2057,4,0,Riki,2014-01-19,,12,5,12,,0,,1,490408,"[12, 6, 47, 29, 3]","[37, 35, 32, 25, 99]"
1035,1035,464402092,3,1,4152,1,0,Legion Commander,2014-01-11,,5,15,17,,0,,1,490408,"[63, 102, 11, 104, 47]","[70, 40, 5, 6, 107]"
1036,1036,456400372,128,0,2597,5,0,Dragon Knight,2014-01-05,,8,2,18,,0,,1,490408,"[74, 1, 37, 81, 86]","[49, 76, 75, 35, 16]"
1037,1037,456311147,129,0,2803,3,0,Legion Commander,2014-01-05,,8,9,20,,0,,1,490408,"[61, 88, 74, 11, 48]","[93, 104, 28, 87, 31]"
1038,1038,456151021,128,0,2385,5,0,Legion Commander,2014-01-05,,3,4,12,,0,,1,490408,"[37, 55, 32, 80, 78]","[104, 102, 103, 12, 11]"
1039,1039,455182599,129,0,2280,5,0,Mirana,2014-01-05,,9,4,20,,0,,1,490408,"[76, 83, 97, 11, 41]","[36, 9, 55, 56, 88]"
1040,1040,454706258,3,1,2267,4,0,Warlock,2014-01-04,,4,8,16,,0,,1,490408,"[12, 15, 100, 37, 60]","[2, 47, 23, 44, 73]"
1041,1041,454597333,4,1,3352,3,0,Sand King,2014-01-04,,2,14,26,,0,,1,490408,"[72, 97, 12, 22, 16]","[21, 49, 84, 35, 14]"
