,index,match_id,player_slot,radiant_win,duration,game_mode,lobby_type,hero_id,start_time,version,kills,deaths,assists,skill,leaver_status,party_size,win,steam_id,enemy_team,ally_team
0,0,5336648745,4,1,1805,22,7,Jakiro,2020-04-05,,3,4,19,1.0,0,1.0,1,490408,"[106, 121, 109, 22, 64]","[120, 51, 87, 1, 23]"
1,1,5319734632,0,1,3030,22,0,Witch Doctor,2020-03-28,,11,13,11,,0,4.0,1,490408,"[30, 37, 81, 35, 53]","[98, 42, 5, 7, 19]"
2,2,5307601978,2,1,2310,22,7,Shadow Shaman,2020-03-22,,4,10,10,1.0,0,1.0,1,490408,"[49, 48, 27, 25, 45]","[34, 128, 8, 26, 114]"
3,3,5298270075,131,0,2767,22,7,Witch Doctor,2020-03-17,,4,10,13,1.0,0,1.0,1,490408,"[43, 14, 90, 8, 2]","[17, 67, 97, 30, 85]"
4,4,5298172743,3,1,2327,22,7,Witch Doctor,2020-03-17,,7,11,10,1.0,0,1.0,1,490408,"[99, 11, 14, 30, 48]","[35, 47, 19, 26, 29]"
5,5,5298103866,128,0,2164,22,7,Witch Doctor,2020-03-17,,7,9,13,1.0,0,1.0,1,490408,"[120, 58, 129, 44, 11]","[30, 94, 16, 7, 67]"
6,6,5293942175,128,0,2003,22,7,Lion,2020-03-15,21.0,4,7,7,,0,1.0,1,490408,"[114, 23, 21, 59, 5]","[26, 80, 48, 2, 14]"
7,7,5293743751,129,0,1968,22,7,Crystal Maiden,2020-03-15,,3,8,14,,0,,1,490408,"[104, 17, 93, 100, 31]","[10, 5, 35, 69, 84]"
8,8,5290171417,128,0,2813,22,7,Witch Doctor,2020-03-13,,6,5,10,,0,,1,490408,"[86, 15, 75, 94, 18]","[30, 95, 23, 46, 25]"
9,9,5211391144,0,1,2374,22,0,Treant Protector,2020-01-25,,5,5,19,1.0,0,,1,490408,"[83, 28, 22, 87, 44]","[58, 32, 33, 12, 102]"
10,10,5211275756,1,1,2585,4,0,Tusk,2020-01-25,21.0,3,6,19,1.0,0,,1,490408,"[37, 100, 121, 42, 109]","[32, 104, 94, 27, 98]"
11,11,5211016875,3,1,2931,4,0,Underlord,2020-01-25,,8,13,15,,0,,1,490408,"[31, 6, 19, 108, 11]","[51, 75, 97, 5, 41]"
12,12,5210868267,2,1,2156,4,0,Razor,2020-01-25,,8,6,23,1.0,0,,1,490408,"[87, 81, 15, 2, 79]","[44, 114, 50, 23, 26]"
13,13,5210784022,2,1,2295,4,0,Dark Willow,2020-01-25,,3,6,14,,0,,1,490408,"[45, 6, 119, 7, 9]","[108, 8, 72, 68, 1]"
14,14,5210429511,0,1,1460,4,0,Disruptor,2020-01-25,,0,4,12,1.0,0,,1,490408,"[87, 25, 4, 68, 128]","[49, 106, 62, 109, 39]"
15,15,5210061563,128,0,1742,22,0,Treant Protector,2020-01-24,,4,9,14,1.0,0,,1,490408,"[50, 93, 14, 80, 62]","[83, 12, 64, 28, 22]"
16,16,5209831546,128,0,2485,3,0,Slark,2020-01-24,21.0,5,8,16,1.0,0,5.0,1,490408,"[9, 96, 17, 15, 25]","[93, 99, 30, 5, 97]"
17,17,5208458544,131,0,3030,22,0,Crystal Maiden,2020-01-23,,1,13,15,,0,,1,490408,"[41, 100, 3, 21, 14]","[54, 84, 74, 5, 32]"
18,18,4989195855,128,0,3867,22,0,Chen,2019-08-26,,3,12,41,,0,,1,490408,"[30, 19, 61, 9, 114]","[66, 35, 47, 60, 84]"
19,19,4989090139,128,0,2816,22,0,Sven,2019-08-26,21.0,10,11,19,1.0,0,5.0,1,490408,"[107, 21, 11, 111, 59]","[18, 26, 35, 120, 84]"
20,20,4981335614,1,1,2344,22,0,Nyx Assassin,2019-08-22,,6,9,9,1.0,0,,1,490408,"[14, 88, 21, 42, 31]","[86, 105, 36, 34, 62]"
21,21,4959670952,132,0,3540,22,0,Queen of Pain,2019-08-10,,16,9,15,,0,,1,490408,"[35, 42, 81, 87, 105]","[50, 44, 75, 78, 39]"
22,22,4951425846,131,0,2453,22,0,Dark Seer,2019-08-06,,3,5,19,,0,,1,490408,"[129, 5, 16, 33, 21]","[18, 84, 49, 55, 7]"
23,23,4942566473,1,1,2897,22,0,Luna,2019-08-02,,10,8,14,,0,,1,490408,"[43, 48, 84, 23, 100]","[110, 93, 121, 87, 105]"
24,24,4942454489,2,1,2101,22,0,Winter Wyvern,2019-08-02,,2,4,11,1.0,0,,1,490408,"[6, 34, 112, 32, 71]","[87, 27, 62, 16, 3]"
25,25,4936696780,131,0,1902,22,0,Bane,2019-07-30,,2,6,11,1.0,0,,1,490408,"[2, 34, 102, 68, 8]","[71, 23, 55, 3, 49]"
26,26,4936401134,2,1,1868,22,0,Warlock,2019-07-30,,4,1,16,1.0,0,,1,490408,"[49, 26, 37, 4, 63]","[102, 40, 93, 35, 14]"
27,27,4936092750,130,0,2167,22,0,Doom,2019-07-30,,9,7,15,2.0,0,,1,490408,"[70, 14, 49, 11, 8]","[97, 43, 69, 68, 42]"
28,28,4935901262,4,1,2484,22,0,Lich,2019-07-30,,9,7,19,1.0,0,,1,490408,"[104, 36, 47, 67, 31]","[14, 26, 86, 101, 41]"
29,29,4935331579,4,1,2653,22,0,Doom,2019-07-30,,6,8,16,1.0,0,,1,490408,"[14, 46, 27, 114, 69]","[21, 78, 40, 1, 47]"
